Florencia Escalante;2005-04-08;(+57) 467 698 70 89 ;Monto 904;346544411233623;florenciaescalante000@gmail.com
Fermín Mérida;2005-02-07; 467 698 87 89;Masina 1026;346544411233624;fferminmerida@gmail.com
Jose Mogliatti;2000-11-08;57 462 253 58 77;Malvinas Argentinas 110;346544411233612;mateomogliatti88@gmail.com
Alice Morguen;2005-01-07;(+57) 464 563 87 54;Monte Cristo 9862;346544411233626;alicemorguen@gmail.com
Gabriela Rodríguez;2000-11-25;(+57) 464 563 24 15;Monte Cristo 405;346544411233622;rodrigueza@gmail.com
Florencia Navia;2004-10-19;(+57) 474 658 16 12;Mi Granja 6;346544411233628;florcina11@gmail.com
Andres Costamagna;2001-01-06;(+57) 467 693 89 67;Monte Cristo 707;346544411233627;martinan@gmail.com
Cecilia Becerra;23//2005;(+57) 463 065 25 56;Monte Cristo 15;30478855555625;becerrachechu@gmail.com
Mariano Peralta;2005-04-07;(+57) 464 563 90 32;Monte Cristo 19;30478858888626;peraltamariano100@gmail.com
Gonzalo Mangiarelli;2005-04-20;(+57) 468 903 75 12;Monte Cristo 1078;30478857777627;gonzalomangiarelli@gmail.com
Nicole Gette;2000-06-14;(+57) 473 194 02 01;Monte Cristo 901;30478855933337;nicolgette@gmail.com
Klaus Heiland;2005-02-19;(+57) 463 770 69 45;Mi Granja 99;3528444112777730;klausheiland@hotmail.com
Juan Soldevila;2004-08-12;(+57) 456 990 88 22;Malvinas Argentinas 786;3528444666660330;soldejuan8@gmail.com
Maia Bolinger;2004-09-17;(+57) 463 065 33 11;Motne Cristo 63;3528449999900340;maiabolinger7.1@gmail.com
Agustín Tilli ;/2/2000;(+57) 458 363 07 54;Malvinas Argentinas 96;3528444111110130;agustilli11@hotmail.com
Santiago Weht;2004-09-03;(+57) 460 356 69 88;Monte Cristo 452;3528444111171130;santiagoweht@gmail.com
Joaquin Garay;2003-11-25;(+57) 450 895 31 99;Arenales 963;3528444111141130;joaquingaray2003@gmail.com
Lara Geier;2004-07-31;(+57) 455 934 46 44;Monte Cristo 63;2528444111181130;larageier92@gmail.com
Luca Morais;2000-12-04;(+57) 458 363 05 12;Córdoba 65;2528444111101130;lucamorais@gmail.com
 Julieta Galeassi;2000-03-10;(+57) 460 356 92 01;Laboulaye 820;3528444113111030;laurigaleassi22@gmail.com
Camila Torres;2005-03-15;(+57) 464 563 46 11;Marcos Juárez 93;3528444111161130;torrescami255@gmail.com
Constantino Trey ;2000-12-19;(+57) 458 386 40 20;Corral De Bustos 710;3528444111891130;laflakatino@gmail.com
Juan Ridoni;2005-02-11;(+57) 460 356 14 21;Córdoba 7159;4444555599996630;juani.ridoni@gmail.com
Edgar Geanneret;16/62004;(+57) 466 611 02 88;Córdoba 73;3444455511999660;edi16canals@gmail.com
